state,variable,month,period,contributing_counties,median_across_counties_f,p25_across_counties_f,p75_across_counties_f,monthly_summaries_used,sample,counties_in_both_periods,median_paired_county_difference_f,p25_paired_difference_f,p75_paired_difference_f,month_name,season,variable_label,base_period
LA,Tmin,12,2000-2009,23,40.434,36.817,42.187,224,strict_balanced,23,-0.139,-0.552,0.426,Dec,cool,Average daily low temperature,1980-1989
LA,Tmin,12,2010-2019,23,43.587,40.341,45.56,229,strict_balanced,23,3.112,2.718,3.769,Dec,cool,Average daily low temperature,1980-1989
LA,Tmin,12,2020-2025,23,45.768,42.968,46.66,138,strict_balanced,23,5.026,4.461,6.239,Dec,cool,Average daily low temperature,1980-1989
MS,Tavg,1,1980-1989,21,43.483,40.398,46.304,198,strict_balanced,21,0.0,0.0,0.0,Jan,cool,Average daily temperature,1980-1989
MS,Tavg,1,1990-1999,21,46.312,43.078,48.872,202,strict_balanced,21,3.239,2.609,3.459,Jan,cool,Average daily temperature,1980-1989
MS,Tavg,1,2000-2009,21,46.586,43.182,48.782,204,strict_balanced,21,2.892,2.516,3.324,Jan,cool,Average daily temperature,1980-1989
MS,Tavg,1,2010-2019,21,45.664,41.632,47.783,209,strict_balanced,21,1.839,1.26,2.35,Jan,cool,Average daily temperature,1980-1989
MS,Tavg,1,2020-2025,21,47.415,43.208,49.508,126,strict_balanced,21,3.232,2.492,3.847,Jan,cool,Average daily temperature,1980-1989
MS,Tavg,2,1980-1989,21,47.784,45.085,49.809,197,strict_balanced,21,0.0,0.0,0.0,Feb,cool,Average daily temperature,1980-1989
MS,Tavg,2,1990-1999,21,51.369,47.328,52.884,199,strict_balanced,21,2.895,2.463,3.258,Feb,cool,Average daily temperature,1980-1989
MS,Tavg,2,2000-2009,21,49.614,45.595,52.122,208,strict_balanced,21,1.486,1.114,2.254,Feb,cool,Average daily temperature,1980-1989
MS,Tavg,2,2010-2019,21,50.987,46.405,53.25,209,strict_balanced,21,2.91,2.128,3.604,Feb,cool,Average daily temperature,1980-1989
MS,Tavg,2,2020-2025,21,52.358,48.211,54.407,125,strict_balanced,21,4.064,2.984,4.574,Feb,cool,Average daily temperature,1980-1989
MS,Tavg,3,1980-1989,21,56.264,54.535,57.787,203,strict_balanced,21,0.0,0.0,0.0,Mar,cool,Average daily temperature,1980-1989
MS,Tavg,3,1990-1999,21,56.638,53.265,58.102,207,strict_balanced,21,0.127,-0.214,0.534,Mar,cool,Average daily temperature,1980-1989
MS,Tavg,3,2000-2009,21,57.887,54.489,59.881,207,strict_balanced,21,1.346,0.702,2.073,Mar,cool,Average daily temperature,1980-1989
MS,Tavg,3,2010-2019,21,57.429,54.753,59.769,209,strict_balanced,21,1.228,0.932,1.991,Mar,cool,Average daily temperature,1980-1989
MS,Tavg,3,2020-2025,21,60.668,57.827,62.489,126,strict_balanced,21,4.444,4.044,5.182,Mar,cool,Average daily temperature,1980-1989
MS,Tavg,4,1980-1989,21,63.315,61.749,64.65,205,strict_balanced,21,0.0,0.0,0.0,Apr,cool,Average daily temperature,1980-1989
MS,Tavg,4,1990-1999,21,63.419,61.907,64.557,199,strict_balanced,21,0.192,-0.358,0.908,Apr,cool,Average daily temperature,1980-1989
MS,Tavg,4,2000-2009,21,64.779,62.583,65.547,206,strict_balanced,21,1.327,0.829,1.993,Apr,cool,Average daily temperature,1980-1989
MS,Tavg,4,2010-2019,21,65.046,63.389,66.466,210,strict_balanced,21,1.815,1.26,2.694,Apr,cool,Average daily temperature,1980-1989
MS,Tavg,4,2020-2025,21,65.43,63.246,66.483,125,strict_balanced,21,2.022,1.547,2.515,Apr,cool,Average daily temperature,1980-1989
MS,Tavg,5,1980-1989,21,71.645,70.408,72.125,205,strict_balanced,21,0.0,0.0,0.0,May,shoulder,Average daily temperature,1980-1989
MS,Tavg,5,1990-1999,21,72.088,70.734,72.618,207,strict_balanced,21,0.646,0.306,0.78,May,shoulder,Average daily temperature,1980-1989
MS,Tavg,5,2000-2009,21,72.983,71.039,73.585,210,strict_balanced,21,1.154,0.805,1.482,May,shoulder,Average daily temperature,1980-1989
MS,Tavg,5,2010-2019,21,73.264,71.514,73.7,208,strict_balanced,21,1.352,1.062,1.937,May,shoulder,Average daily temperature,1980-1989
MS,Tavg,5,2020-2025,21,73.686,71.964,74.474,126,strict_balanced,21,1.818,1.561,2.101,May,shoulder,Average daily temperature,1980-1989
MS,Tavg,6,1980-1989,21,78.168,77.549,79.061,205,strict_balanced,21,0.0,0.0,0.0,Jun,warm,Average daily temperature,1980-1989
MS,Tavg,6,1990-1999,21,78.823,77.782,79.006,206,strict_balanced,21,0.383,0.065,0.591,Jun,warm,Average daily temperature,1980-1989
MS,Tavg,6,2000-2009,21,79.206,77.862,79.603,210,strict_balanced,21,0.363,-0.065,0.744,Jun,warm,Average daily temperature,1980-1989
MS,Tavg,6,2010-2019,21,80.282,79.124,80.537,208,strict_balanced,21,1.598,1.154,2.172,Jun,warm,Average daily temperature,1980-1989
MS,Tavg,6,2020-2025,21,80.164,79.494,80.902,126,strict_balanced,21,1.719,1.195,2.152,Jun,warm,Average daily temperature,1980-1989
MS,Tavg,7,1980-1989,21,81.346,80.479,81.851,207,strict_balanced,21,0.0,0.0,0.0,Jul,warm,Average daily temperature,1980-1989
MS,Tavg,7,1990-1999,21,81.402,80.793,81.909,204,strict_balanced,21,0.301,-0.083,0.51,Jul,warm,Average daily temperature,1980-1989
MS,Tavg,7,2000-2009,21,81.309,80.843,81.667,208,strict_balanced,21,-0.004,-0.582,0.182,Jul,warm,Average daily temperature,1980-1989
MS,Tavg,7,2010-2019,21,81.939,81.56,82.193,207,strict_balanced,21,0.341,-0.039,0.984,Jul,warm,Average daily temperature,1980-1989
MS,Tavg,7,2020-2025,21,82.781,81.944,83.273,125,strict_balanced,21,1.459,1.094,1.756,Jul,warm,Average daily temperature,1980-1989
MS,Tavg,8,1980-1989,21,80.751,79.935,81.344,207,strict_balanced,21,0.0,0.0,0.0,Aug,warm,Average daily temperature,1980-1989
MS,Tavg,8,1990-1999,21,80.622,79.859,81.095,208,strict_balanced,21,-0.119,-0.761,0.118,Aug,warm,Average daily temperature,1980-1989
MS,Tavg,8,2000-2009,21,81.262,81.116,81.71,210,strict_balanced,21,0.567,0.174,0.847,Aug,warm,Average daily temperature,1980-1989
MS,Tavg,8,2010-2019,21,81.822,80.759,81.998,208,strict_balanced,21,0.576,0.304,1.166,Aug,warm,Average daily temperature,1980-1989
MS,Tavg,8,2020-2025,21,81.974,81.238,83.104,125,strict_balanced,21,1.223,0.42,1.972,Aug,warm,Average daily temperature,1980-1989
MS,Tavg,9,1980-1989,21,74.924,73.949,75.705,206,strict_balanced,21,0.0,0.0,0.0,Sep,warm,Average daily temperature,1980-1989
MS,Tavg,9,1990-1999,21,75.383,74.437,76.304,206,strict_balanced,21,0.453,0.268,0.649,Sep,warm,Average daily temperature,1980-1989
MS,Tavg,9,2000-2009,21,76.293,74.575,77.085,208,strict_balanced,21,1.037,0.487,1.255,Sep,warm,Average daily temperature,1980-1989
MS,Tavg,9,2010-2019,21,77.53,76.192,78.349,208,strict_balanced,21,2.287,2.016,2.83,Sep,warm,Average daily temperature,1980-1989
MS,Tavg,9,2020-2025,21,76.708,75.645,77.83,126,strict_balanced,21,1.878,1.132,2.105,Sep,warm,Average daily temperature,1980-1989
MS,Tavg,10,1980-1989,21,64.419,62.833,65.887,207,strict_balanced,21,0.0,0.0,0.0,Oct,shoulder,Average daily temperature,1980-1989
MS,Tavg,10,1990-1999,21,64.912,63.378,66.44,204,strict_balanced,21,0.608,0.299,0.854,Oct,shoulder,Average daily temperature,1980-1989
MS,Tavg,10,2000-2009,21,65.805,63.506,67.4,209,strict_balanced,21,1.308,0.814,1.584,Oct,shoulder,Average daily temperature,1980-1989
MS,Tavg,10,2010-2019,21,66.253,64.782,68.204,207,strict_balanced,21,2.139,1.401,2.457,Oct,shoulder,Average daily temperature,1980-1989
MS,Tavg,10,2020-2025,21,67.454,65.701,68.78,126,strict_balanced,21,3.035,2.37,3.412,Oct,shoulder,Average daily temperature,1980-1989
MS,Tavg,11,1980-1989,21,56.307,54.47,58.459,206,strict_balanced,21,0.0,0.0,0.0,Nov,cool,Average daily temperature,1980-1989
MS,Tavg,11,1990-1999,21,54.058,52.555,55.648,200,strict_balanced,21,-1.905,-2.373,-1.613,Nov,cool,Average daily temperature,1980-1989
MS,Tavg,11,2000-2009,21,55.811,53.774,57.511,208,strict_balanced,21,-0.775,-1.018,0.173,Nov,cool,Average daily temperature,1980-1989
MS,Tavg,11,2010-2019,21,54.39,52.668,56.713,209,strict_balanced,21,-1.894,-2.211,-1.148,Nov,cool,Average daily temperature,1980-1989
MS,Tavg,11,2020-2025,21,57.235,55.554,59.34,126,strict_balanced,21,1.472,0.794,1.597,Nov,cool,Average daily temperature,1980-1989
MS,Tavg,12,1980-1989,21,47.247,43.983,49.278,204,strict_balanced,21,0.0,0.0,0.0,Dec,cool,Average daily temperature,1980-1989
MS,Tavg,12,1990-1999,21,48.929,45.515,50.806,199,strict_balanced,21,1.681,1.309,2.575,Dec,cool,Average daily temperature,1980-1989
MS,Tavg,12,2000-2009,21,47.167,43.328,49.296,206,strict_balanced,21,0.367,-0.258,0.739,Dec,cool,Average daily temperature,1980-1989
MS,Tavg,12,2010-2019,21,50.22,46.444,52.16,209,strict_balanced,21,3.209,2.461,3.442,Dec,cool,Average daily temperature,1980-1989
MS,Tavg,12,2020-2025,21,51.814,48.727,53.81,125,strict_balanced,21,4.744,4.178,5.872,Dec,cool,Average daily temperature,1980-1989
MS,Tmax,1,1980-1989,23,56.098,51.161,58.276,223,strict_balanced,23,0.0,0.0,0.0,Jan,cool,Average daily high temperature,1980-1989
MS,Tmax,1,1990-1999,23,58.067,52.314,60.386,226,strict_balanced,23,1.947,1.347,2.607,Jan,cool,Average daily high temperature,1980-1989
MS,Tmax,1,2000-2009,23,57.97,53.492,60.34,227,strict_balanced,23,2.625,1.987,3.164,Jan,cool,Average daily high temperature,1980-1989
MS,Tmax,1,2010-2019,23,57.555,52.705,59.604,228,strict_balanced,23,1.559,1.017,2.387,Jan,cool,Average daily high temperature,1980-1989
MS,Tmax,1,2020-2025,23,58.043,53.917,60.798,138,strict_balanced,23,2.896,2.445,3.438,Jan,cool,Average daily high temperature,1980-1989
MS,Tmax,2,1980-1989,23,60.511,54.921,61.799,225,strict_balanced,23,0.0,0.0,0.0,Feb,cool,Average daily high temperature,1980-1989
MS,Tmax,2,1990-1999,23,63.447,58.463,64.492,227,strict_balanced,23,3.039,2.562,3.97,Feb,cool,Average daily high temperature,1980-1989
MS,Tmax,2,2000-2009,23,61.934,56.663,64.231,227,strict_balanced,23,2.009,1.278,2.942,Feb,cool,Average daily high temperature,1980-1989
MS,Tmax,2,2010-2019,23,62.54,57.349,64.603,228,strict_balanced,23,3.177,1.927,3.456,Feb,cool,Average daily high temperature,1980-1989
MS,Tmax,2,2020-2025,23,63.612,59.962,65.809,138,strict_balanced,23,4.616,3.589,4.973,Feb,cool,Average daily high temperature,1980-1989
MS,Tmax,3,1980-1989,23,68.367,65.374,70.525,224,strict_balanced,23,0.0,0.0,0.0,Mar,cool,Average daily high temperature,1980-1989
MS,Tmax,3,1990-1999,23,68.531,64.412,69.84,229,strict_balanced,23,-0.431,-0.856,0.508,Mar,cool,Average daily high temperature,1980-1989
MS,Tmax,3,2000-2009,23,70.385,66.576,71.67,227,strict_balanced,23,1.472,0.452,2.319,Mar,cool,Average daily high temperature,1980-1989
MS,Tmax,3,2010-2019,23,70.021,66.228,71.605,227,strict_balanced,23,0.998,0.013,2.149,Mar,cool,Average daily high temperature,1980-1989
MS,Tmax,3,2020-2025,23,73.038,70.37,74.306,138,strict_balanced,23,4.189,3.531,5.317,Mar,cool,Average daily high temperature,1980-1989
MS,Tmax,4,1980-1989,23,75.535,73.929,77.25,224,strict_balanced,23,0.0,0.0,0.0,Apr,cool,Average daily high temperature,1980-1989
MS,Tmax,4,1990-1999,23,75.404,73.602,76.449,223,strict_balanced,23,-0.646,-1.138,0.219,Apr,cool,Average daily high temperature,1980-1989
MS,Tmax,4,2000-2009,23,77.127,75.001,77.91,227,strict_balanced,23,1.115,0.179,1.905,Apr,cool,Average daily high temperature,1980-1989
MS,Tmax,4,2010-2019,23,76.882,75.677,77.725,228,strict_balanced,23,0.78,0.537,2.276,Apr,cool,Average daily high temperature,1980-1989
MS,Tmax,4,2020-2025,23,76.713,75.317,78.544,137,strict_balanced,23,1.18,0.308,2.18,Apr,cool,Average daily high temperature,1980-1989
MS,Tmax,5,1980-1989,23,82.896,81.784,83.893,225,strict_balanced,23,0.0,0.0,0.0,May,shoulder,Average daily high temperature,1980-1989
MS,Tmax,5,1990-1999,23,83.018,82.105,83.632,229,strict_balanced,23,-0.08,-0.62,0.632,May,shoulder,Average daily high temperature,1980-1989
MS,Tmax,5,2000-2009,23,83.878,82.74,84.75,230,strict_balanced,23,0.905,0.344,1.524,May,shoulder,Average daily high temperature,1980-1989
MS,Tmax,5,2010-2019,23,84.198,83.287,84.595,227,strict_balanced,23,0.817,0.55,1.919,May,shoulder,Average daily high temperature,1980-1989
MS,Tmax,5,2020-2025,23,84.081,82.582,85.048,138,strict_balanced,23,0.99,0.369,1.646,May,shoulder,Average daily high temperature,1980-1989
MS,Tmax,6,1980-1989,23,89.392,88.946,89.732,226,strict_balanced,23,0.0,0.0,0.0,Jun,warm,Average daily high temperature,1980-1989
MS,Tmax,6,1990-1999,23,88.9,87.981,89.581,227,strict_balanced,23,-0.556,-1.199,-0.101,Jun,warm,Average daily high temperature,1980-1989
MS,Tmax,6,2000-2009,23,89.845,88.97,90.119,230,strict_balanced,23,0.434,-0.319,0.986,Jun,warm,Average daily high temperature,1980-1989
MS,Tmax,6,2010-2019,23,90.231,89.507,90.804,227,strict_balanced,23,0.721,0.414,1.517,Jun,warm,Average daily high temperature,1980-1989
MS,Tmax,6,2020-2025,23,90.539,89.761,91.182,138,strict_balanced,23,0.991,0.478,1.772,Jun,warm,Average daily high temperature,1980-1989
MS,Tmax,7,1980-1989,23,91.815,91.558,92.309,225,strict_balanced,23,0.0,0.0,0.0,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,7,1990-1999,23,91.694,91.034,92.256,225,strict_balanced,23,-0.401,-0.924,0.329,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,7,2000-2009,23,91.55,91.226,92.2,228,strict_balanced,23,-0.155,-0.803,0.338,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,7,2010-2019,23,91.649,91.074,92.226,227,strict_balanced,23,-0.524,-0.743,0.169,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,7,2020-2025,23,92.383,91.574,92.782,137,strict_balanced,23,0.308,-0.29,1.109,Jul,warm,Average daily high temperature,1980-1989
MS,Tmax,8,1980-1989,23,91.322,91.05,91.8,227,strict_balanced,23,0.0,0.0,0.0,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,1990-1999,23,91.35,90.71,92.376,227,strict_balanced,23,-0.007,-0.695,0.557,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,2000-2009,23,91.967,91.58,92.847,230,strict_balanced,23,0.525,0.201,1.206,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,2010-2019,23,91.76,91.106,92.37,228,strict_balanced,23,0.294,-0.054,0.766,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,8,2020-2025,23,92.286,91.693,93.621,137,strict_balanced,23,0.968,-0.012,2.287,Aug,warm,Average daily high temperature,1980-1989
MS,Tmax,9,1980-1989,23,86.918,85.863,87.294,224,strict_balanced,23,0.0,0.0,0.0,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,1990-1999,23,87.173,86.27,87.945,228,strict_balanced,23,0.691,-0.077,1.197,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,2000-2009,23,87.139,86.654,87.652,229,strict_balanced,23,0.363,-0.031,0.747,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,2010-2019,23,88.912,88.395,89.375,228,strict_balanced,23,2.095,1.666,2.772,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,9,2020-2025,23,88.002,86.928,88.767,138,strict_balanced,23,1.062,0.651,1.931,Sep,warm,Average daily high temperature,1980-1989
MS,Tmax,10,1980-1989,23,77.122,75.24,78.387,227,strict_balanced,23,0.0,0.0,0.0,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,1990-1999,23,78.075,76.756,79.009,226,strict_balanced,23,0.954,-0.079,1.494,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,2000-2009,23,78.278,76.162,79.419,229,strict_balanced,23,1.117,0.495,1.596,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,2010-2019,23,79.489,78.042,80.586,227,strict_balanced,23,2.472,1.717,2.945,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,10,2020-2025,23,80.61,78.833,81.762,138,strict_balanced,23,3.151,2.803,3.871,Oct,shoulder,Average daily high temperature,1980-1989
MS,Tmax,11,1980-1989,23,69.181,64.978,70.678,227,strict_balanced,23,0.0,0.0,0.0,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,1990-1999,23,66.898,63.704,68.583,226,strict_balanced,23,-1.687,-2.276,-1.333,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,2000-2009,23,68.248,65.697,69.961,229,strict_balanced,23,0.126,-0.812,0.825,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,2010-2019,23,67.389,64.713,69.263,229,strict_balanced,23,-1.273,-1.696,-0.472,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,11,2020-2025,23,69.729,67.606,71.319,138,strict_balanced,23,1.46,0.522,2.264,Nov,cool,Average daily high temperature,1980-1989
MS,Tmax,12,1980-1989,23,59.253,53.416,61.007,227,strict_balanced,23,0.0,0.0,0.0,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,1990-1999,23,60.092,55.043,62.28,226,strict_balanced,23,1.406,0.627,1.999,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,2000-2009,23,58.74,54.403,61.171,226,strict_balanced,23,0.512,-0.227,1.201,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,2010-2019,23,61.317,56.591,63.21,228,strict_balanced,23,2.461,1.516,3.186,Dec,cool,Average daily high temperature,1980-1989
MS,Tmax,12,2020-2025,23,63.562,59.464,65.017,136,strict_balanced,23,4.772,3.967,5.465,Dec,cool,Average daily high temperature,1980-1989
MS,Tmin,1,1980-1989,21,32.24,30.384,34.441,200,strict_balanced,21,0.0,0.0,0.0,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,1990-1999,21,35.961,34.461,38.63,202,strict_balanced,21,4.179,3.668,4.731,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,2000-2009,21,35.343,32.964,37.967,204,strict_balanced,21,3.35,2.493,3.666,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,2010-2019,21,34.155,31.839,36.862,209,strict_balanced,21,2.223,1.447,2.687,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,1,2020-2025,21,35.848,33.901,38.074,126,strict_balanced,21,3.518,2.936,4.205,Jan,cool,Average daily low temperature,1980-1989
MS,Tmin,2,1980-1989,21,36.92,34.495,38.207,198,strict_balanced,21,0.0,0.0,0.0,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,1990-1999,21,39.013,36.87,41.598,200,strict_balanced,21,2.47,1.875,3.159,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,2000-2009,21,37.378,34.582,40.26,208,strict_balanced,21,0.88,0.023,1.503,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,2010-2019,21,39.493,35.76,42.368,209,strict_balanced,21,2.948,1.904,3.692,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,2,2020-2025,21,40.784,37.274,42.929,126,strict_balanced,21,3.591,2.799,3.95,Feb,cool,Average daily low temperature,1980-1989
MS,Tmin,3,1980-1989,21,43.958,42.546,45.1,205,strict_balanced,21,0.0,0.0,0.0,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,1990-1999,21,44.302,42.497,46.692,207,strict_balanced,21,0.546,0.074,1.041,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,2000-2009,21,45.072,42.988,47.514,207,strict_balanced,21,1.167,0.886,1.855,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,2010-2019,21,45.273,43.282,47.83,209,strict_balanced,21,1.468,1.018,2.095,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,3,2020-2025,21,48.266,46.129,50.754,126,strict_balanced,21,4.344,4.027,5.146,Mar,cool,Average daily low temperature,1980-1989
MS,Tmin,4,1980-1989,21,50.799,48.839,52.192,206,strict_balanced,21,0.0,0.0,0.0,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,1990-1999,21,51.418,50.113,52.796,200,strict_balanced,21,0.93,0.487,1.574,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,2000-2009,21,52.917,50.874,53.936,206,strict_balanced,21,1.733,1.151,2.118,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,2010-2019,21,53.033,51.225,54.486,210,strict_balanced,21,2.524,1.729,3.102,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,4,2020-2025,21,54.289,52.0,55.08,125,strict_balanced,21,2.728,1.771,3.556,Apr,cool,Average daily low temperature,1980-1989
MS,Tmin,5,1980-1989,21,60.211,58.295,61.353,206,strict_balanced,21,0.0,0.0,0.0,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,1990-1999,21,60.939,59.259,62.12,207,strict_balanced,21,0.952,0.607,1.299,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,2000-2009,21,61.905,59.839,62.447,210,strict_balanced,21,1.265,0.852,1.876,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,2010-2019,21,61.94,60.682,62.601,208,strict_balanced,21,1.792,1.052,2.126,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,5,2020-2025,21,63.197,61.848,63.776,126,strict_balanced,21,2.749,2.265,3.139,May,shoulder,Average daily low temperature,1980-1989
MS,Tmin,6,1980-1989,21,67.264,65.678,68.975,205,strict_balanced,21,0.0,0.0,0.0,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,1990-1999,21,68.166,67.644,69.671,206,strict_balanced,21,0.902,0.696,1.367,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,2000-2009,21,68.214,66.777,68.769,210,strict_balanced,21,0.398,-0.123,1.217,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,2010-2019,21,69.651,68.972,70.419,208,strict_balanced,21,2.322,1.672,2.824,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,6,2020-2025,21,69.874,68.791,70.667,126,strict_balanced,21,2.043,1.267,3.133,Jun,warm,Average daily low temperature,1980-1989
MS,Tmin,7,1980-1989,21,70.403,69.333,71.588,207,strict_balanced,21,0.0,0.0,0.0,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,1990-1999,21,71.228,70.693,72.265,204,strict_balanced,21,0.601,0.317,1.078,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,2000-2009,21,70.751,69.94,71.333,208,strict_balanced,21,0.038,-1.214,0.459,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,2010-2019,21,71.873,71.274,72.419,207,strict_balanced,21,1.29,0.489,1.65,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,7,2020-2025,21,72.966,72.41,73.56,125,strict_balanced,21,2.148,1.809,2.888,Jul,warm,Average daily low temperature,1980-1989
MS,Tmin,8,1980-1989,21,69.95,68.726,71.508,207,strict_balanced,21,0.0,0.0,0.0,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,1990-1999,21,69.413,68.566,70.326,208,strict_balanced,21,-0.395,-1.038,-0.07,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,2000-2009,21,70.553,69.815,71.152,210,strict_balanced,21,0.487,-0.355,1.248,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,2010-2019,21,71.318,70.588,72.068,208,strict_balanced,21,1.093,0.555,1.749,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,8,2020-2025,21,71.442,70.808,72.729,126,strict_balanced,21,1.345,0.486,2.306,Aug,warm,Average daily low temperature,1980-1989
MS,Tmin,9,1980-1989,21,62.886,61.776,64.399,206,strict_balanced,21,0.0,0.0,0.0,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,1990-1999,21,63.403,61.801,64.647,208,strict_balanced,21,0.2,-0.112,0.641,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,2000-2009,21,64.543,63.863,66.523,209,strict_balanced,21,1.72,0.169,2.217,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,2010-2019,21,65.538,64.359,67.053,208,strict_balanced,21,2.711,1.872,3.238,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,9,2020-2025,21,65.598,64.21,67.205,126,strict_balanced,21,2.09,1.323,3.069,Sep,warm,Average daily low temperature,1980-1989
MS,Tmin,10,1980-1989,21,51.491,50.245,53.578,207,strict_balanced,21,0.0,0.0,0.0,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,1990-1999,21,51.749,50.086,53.87,205,strict_balanced,21,0.297,-0.787,0.732,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,2000-2009,21,53.269,51.569,55.345,209,strict_balanced,21,1.706,0.115,2.191,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,2010-2019,21,53.319,51.636,55.763,207,strict_balanced,21,1.994,1.109,2.81,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,10,2020-2025,21,54.106,53.346,56.468,126,strict_balanced,21,2.89,1.712,3.706,Oct,shoulder,Average daily low temperature,1980-1989
MS,Tmin,11,1980-1989,21,44.381,42.647,46.437,206,strict_balanced,21,0.0,0.0,0.0,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,1990-1999,21,42.031,41.109,44.218,201,strict_balanced,21,-2.25,-2.542,-1.742,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,2000-2009,21,43.374,41.784,45.622,208,strict_balanced,21,-1.118,-2.181,-0.186,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,2010-2019,21,41.89,39.846,44.782,209,strict_balanced,21,-2.123,-3.208,-1.69,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,11,2020-2025,21,45.043,43.423,48.187,126,strict_balanced,21,1.143,-0.098,1.731,Nov,cool,Average daily low temperature,1980-1989
MS,Tmin,12,1980-1989,21,36.126,34.033,37.922,204,strict_balanced,21,0.0,0.0,0.0,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,1990-1999,21,37.838,36.172,40.491,200,strict_balanced,21,2.285,1.712,3.27,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,2000-2009,21,35.761,32.998,38.251,206,strict_balanced,21,0.072,-0.694,0.529,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,2010-2019,21,39.672,37.295,42.081,209,strict_balanced,21,3.826,3.108,4.401,Dec,cool,Average daily low temperature,1980-1989
MS,Tmin,12,2020-2025,21,40.094,38.426,42.943,125,strict_balanced,21,4.599,4.105,5.891,Dec,cool,Average daily low temperature,1980-1989
TX,Tavg,1,1980-1989,139,44.998,41.073,48.707,1355,strict_balanced,139,0.0,0.0,0.0,Jan,cool,Average daily temperature,1980-1989
