table,table_purpose,column,reader_facing_label,definition,unit,dtype,documentation_source,documented,note
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",month_name,Month,three-letter month abbreviation,,str,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",coverage_requirement_days,Coverage requirement days,,,int64,undocumented,False,
revised_temperature_monthly_sanity_check.csv,"monthly distribution across counties, with coverage counts",unit_of_analysis,Unit of analysis,,,str,undocumented,False,
sample_membership_counties.csv,which counties belong to Sample A and Sample B,state,State,state abbreviation,,str,exact,True,
sample_membership_counties.csv,which counties belong to Sample A and Sample B,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
sample_membership_counties.csv,which counties belong to Sample A and Sample B,county_fips,County,five-digit county FIPS code,,int64,exact,True,
sample_membership_counties.csv,which counties belong to Sample A and Sample B,sample,County sample,consistent_county (Sample A) or strict_balanced (Sample B),,str,exact,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,construct_id,Construct,"revised construct identifier; TX denotes the daily maximum temperature, NOT the state",,str,exact,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,construct_family,Construct family,"relative, hybrid or absolute",,str,exact,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,classified_days,Classified days,county-dates classified by the construct,records,int64,pattern,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,valid_daily_observations,Valid daily county-level observations,valid daily county-level observations used as the denominator,records,int64,pattern,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,pct_of_classified_days,Classified days,county-dates classified by the construct,records,float64,pattern,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,classified_days_per_1000_valid,Classification rate,"classified days per 1,000 valid daily county-level observations","per 1,000",float64,exact,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,season_label,Season,reader-facing season name,,str,exact,True,
seasonal_classification_shares.csv,three-category seasonal split per construct,short_label,Construct,"figure label carrying metric, percentile and duration",,str,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",state,State,state abbreviation,,str,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",year,Year,calendar year,year,int64,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",contributing_counties,Contributing counties,number of counties behind the summary,counties,int64,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",median_across_counties_f,Median across counties,"median across counties, each contributing exactly one value",degF,float64,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",p25_across_counties_f,25th percentile across counties,25th percentile across counties,degF,float64,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",p75_across_counties_f,75th percentile across counties,75th percentile across counties,degF,float64,exact,True,
state_annual_series.csv,"annual median across counties, four county samples",series,Series,,,str,undocumented,False,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,state,State,state abbreviation,,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,month,Month,"calendar month, 1 to 12",month,int64,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,period,Period,comparison period,,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,contributing_counties,Contributing counties,number of counties behind the summary,counties,int64,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,median_across_counties_f,Median across counties,"median across counties, each contributing exactly one value",degF,float64,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,p25_across_counties_f,25th percentile across counties,25th percentile across counties,degF,float64,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,p75_across_counties_f,75th percentile across counties,75th percentile across counties,degF,float64,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,monthly_summaries_used,Monthly summaries used,,,int64,undocumented,False,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,sample,County sample,consistent_county (Sample A) or strict_balanced (Sample B),,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,counties_in_both_periods,Counties,number of counties,counties,int64,pattern,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,median_paired_county_difference_f,Median county difference,median across counties of each county's own period difference,degF,float64,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,p25_paired_difference_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,p75_paired_difference_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,month_name,Month,three-letter month abbreviation,,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,season,Season,"warm (June-September), shoulder (May and October) or cool (November-April)",,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
state_month_period_temperature_equal_county.csv,equal-county state summaries by calendar month and period,base_period,Base period,,,str,undocumented,False,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,sample,County sample,consistent_county (Sample A) or strict_balanced (Sample B),,str,exact,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,state,State,state abbreviation,,str,exact,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,period,Period,comparison period,,str,exact,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,period_note,Period note,note on a period that is not ten years long,,str,exact,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_counties,Current package,"the value the current package published, unchanged",,int64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_pooled_annual_observations,Current package,"the value the current package published, unchanged",,int64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_median_f,Current package,"the value the current package published, unchanged",,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_published_change_vs_base_f,Current package,"the value the current package published, unchanged",,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_rule_counties,"Current rule, revised panel","the current package's RULE re-applied to the revised panel, so the weighting defect can be separated from the panel change",,int64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_rule_pooled_annual_observations,"Current rule, revised panel","the current package's RULE re-applied to the revised panel, so the weighting defect can be separated from the panel change",,int64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_rule_median_f,"Current rule, revised panel","the current package's RULE re-applied to the revised panel, so the weighting defect can be separated from the panel change",,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_counties,Revised,the revised equal-county result,,int64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_annual_observations_per_county,Revised,the revised equal-county result,,int64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_median_f,Revised,the revised equal-county result,,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_median_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_median_ci_high_f,"Interval, upper","upper bound of the bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_iqr_f,Revised,the revised equal-county result,,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_change_vs_base_f,Revised,the revised equal-county result,,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_change_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_change_ci_high_f,"Interval, upper","upper bound of the bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,absolute_difference_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,percent_difference,Percent difference,,,float64,undocumented,False,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,change_absolute_difference_f,Temperature,temperature or temperature difference,degF,float64,pattern,True,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,coverage_criterion,Coverage criterion,,,str,undocumented,False,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,current_aggregation,Current aggregation,,,str,undocumented,False,
state_period_temperature_current_vs_revised.csv,current pooled result beside the revised equal-county result,revised_aggregation,Revised,the revised equal-county result,,str,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,sample,County sample,consistent_county (Sample A) or strict_balanced (Sample B),,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,state,State,state abbreviation,,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,state_name,State,state name,,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,period,Period,comparison period,,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,period_note,Period note,note on a period that is not ten years long,,str,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,contributing_counties,Contributing counties,number of counties behind the summary,counties,int64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,annual_observations_per_county_per_period,Annual observations per county per period,,,int64,undocumented,False,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,median_across_counties_f,Median across counties,"median across counties, each contributing exactly one value",degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,p25_across_counties_f,25th percentile across counties,25th percentile across counties,degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,p75_across_counties_f,75th percentile across counties,75th percentile across counties,degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,iqr_across_counties_f,Interquartile range across counties,interquartile range across counties,degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,min_across_counties_f,Minimum across counties,lowest county value,degF,float64,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,max_across_counties_f,Maximum across counties,highest county value,degF,float64,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,median_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval on the median, resampling counties",degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,median_ci_high_f,"Interval, upper",upper bound of the bootstrap interval on the median,degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,difference_of_medians_vs_base_f,Difference from the base period,this period's median across counties minus the 1980-1989 median across counties,degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,difference_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,difference_ci_high_f,"Interval, upper","upper bound of the bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,median_paired_county_difference_f,Median county difference,median across counties of each county's own period difference,degF,float64,exact,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,paired_difference_ci_low_f,"Interval, lower","lower bound of the 2.5-97.5 percentile bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,paired_difference_ci_high_f,"Interval, upper","upper bound of the bootstrap interval, resampling counties",degF,float64,pattern,True,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,base_period,Base period,,,str,undocumented,False,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,bootstrap_resamples,Bootstrap resamples,,,int64,undocumented,False,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,bootstrap_unit,Bootstrap unit,,,str,undocumented,False,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,aggregation,Aggregation,,,str,undocumented,False,
state_period_temperature_equal_county.csv,equal-county state period summaries with bootstrap intervals,interpretation,Interpretation,how the row should and should not be read,,str,pattern,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,state,State,state abbreviation,,str,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,window,Window,,,str,undocumented,False,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,contributing_counties,Contributing counties,number of counties behind the summary,counties,int64,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,median_across_counties_f,Median across counties,"median across counties, each contributing exactly one value",degF,float64,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,p25_across_counties_f,25th percentile across counties,25th percentile across counties,degF,float64,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,p75_across_counties_f,75th percentile across counties,75th percentile across counties,degF,float64,exact,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,min_across_counties_f,Minimum across counties,lowest county value,degF,float64,pattern,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,max_across_counties_f,Maximum across counties,highest county value,degF,float64,pattern,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,contributing_monthly_summaries,Contributing,count of units behind the summary,units,int64,pattern,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,counties_below_75F,Counties,number of counties,counties,int64,pattern,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,pct_counties_below_75F,Percentage,percentage,percent,float64,pattern,True,
summer_audit_jun_aug_jun_sep.csv,June-August and June-September audit,interpretation,Interpretation,how the row should and should not be read,,str,pattern,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,series,Series,,,str,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,series_note,Note,free-text qualification attached to the row,,str,pattern,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,state,State,state abbreviation,,str,exact,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,state_name,State,state name,,str,exact,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,variable,Temperature variable,"Tmax, Tmin or Tavg",,str,exact,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,variable_label,Temperature variable,reader-facing variable name,,str,exact,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,counties_median,Counties,number of counties,counties,int64,pattern,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,counties_min,Counties,number of counties,counties,int64,pattern,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,counties_max,Counties,number of counties,counties,int64,pattern,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,county_bootstrap_ci_low_f_per_decade,County bootstrap ci low f per decade,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,county_bootstrap_ci_high_f_per_decade,County bootstrap ci high f per decade,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,statement,Statement,,,str,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,caveat,Caveat,,,str,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,model,Model,,,str,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,unit_of_analysis,Unit of analysis,,,str,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,n_years,Count,count,records,int64,pattern,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,first_year,First year,,,int64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,last_year,Last year,,,int64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,sen_slope_f_per_decade,Descriptive slope,Theil-Sen slope of the annual median across counties,degF per decade,float64,exact,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,sen_ci_low_f_per_decade,Sen ci low f per decade,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,sen_ci_high_f_per_decade,Sen ci high f per decade,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,ols_slope_f_per_decade,Least-squares slope,"ordinary least-squares slope, sensitivity case",degF per decade,float64,exact,True,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,ols_stderr_f_per_decade,Ols stderr f per decade,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,ols_p_value,Ols p value,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,ols_r_squared,Ols r squared,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,kendall_tau,Kendall tau,,,float64,undocumented,False,
trend_sensitivity.csv,Theil-Sen and least-squares slopes with intervals,kendall_p_value,Kendall p value,,,float64,undocumented,False,
